text,category,is_obfuscated
بعتلك تحذير أخير، اذا ما اختفيت رح نخليك تختفي بطريقتنا الخاصة,violence,0
رح نعلق صورتك بكل مكان ونخليك مطلوب، حياتك رح تصير جحيم بعد اليوم,violence,0
اذا ما رحلت من المنطقة رح نشعل النار بمحلك وبيتك بنفس الليلة,violence,0
عندك ساعة ترجع يلي اخدتو وإلا رح نجي ع البيت ونكسر كل شي فيه,violence,0
رح نطعنك بالشارع قدام الكل اذا شفناك مرة تانية بهالمنطقة، انتبه,violence,0
حياتك صارت رخيصة عنا اذا ما سمعت الكلام، احنا مو عم نمزح معك,violence,0
ا.ح.ن.ا منعرف بيتك ورح نحرقو اذا ما طلعتو من الحي بسرعة,violence,1
رح نخليك تتسول بالشارع بعد ما نحرق كل يلي بتملكو، انتظر يلي جاي,violence,0
جماعتي رح يجوك بكرا يعطوك درس ما تنساه طول عمرك، استعد,violence,0
عندك يومين تختفي من المدينة وإلا رح نخليك تختفي بطريقتنا، فهمت؟,violence,0
رح نفجر سيارتك قدام بيتك اذا ما سحبت شكواك ضدنا خلال يومين,violence,0
حياتك بإيدنا هلق، اذا ما عملت يلي بدنا ياه رح تندم لآخر يوم بعمرك,violence,0
ر.ح ن.ذ.ب.ح.ك متل الخروف اذا ما سكت عن الشهادة ضد جماعتنا,violence,1
رح نخطف أختك ونخليكم تدفعوا تمن غلطتك غالي اذا ما تراجعت فوراً,violence,0
احنا منعرف كل تحركاتك، أحسنلك تختفي قبل ما نجي نأدبك بطريقتنا,violence,0
رح نشعل النار بمحلك بالنهار قدام الكل اذا ما دفعت الخوة، انتبه,violence,0
عندك ليلة لتقرر، اما تختفي أو نخليك تختفي للأبد، الخيار إلك,violence,0
رح نلاحق عيلتك كلها اذا ما وقفت عن الحكي، ما حدا منهم رح يسلم,violence,0
حضر حالك لزيارة ما تتمناها، رجالي رح يجوك بأي لحظة ما تتوقعها,violence,0
