text,category,is_obfuscated
هالطائفة بتقدس بشر وترفعهم لمرتبة الآلهة، هاد أكبر شرك بالوجود كلو,sectarian,0
ا.ل.ف.ر.ق.ة هاي ضالة ومصيرها النار، اللي بيتبعها خسر الدارين,sectarian,1
شيوخهم بيفتوا بالباطل وبيضللوا أتباعهم عن طريق الحق المستقيم عمداً,sectarian,0
هالمذهب بيحقد ع باقي الطوائف وبيسعى لتفريق المؤمنين عن بعضهم,sectarian,0
طقوسهم غريبة عن الدين وبتسيء لكل المؤمنين، لازم ترفض وتدان بشدة,sectarian,0
و.ل.ك م.ع.ا.ب.د.ه.م بؤر لنشر الضلال، الواجب يحتم محاربتها,sectarian,1
هالفرقة شوهت الدين بممارساتها، المؤمن الحقيقي لازم يتبرأ منهم كلياً,sectarian,0
عقيدتهم بتنحرف عن الدين الصحيح، هاد خط أحمر ما بينتجاوز نهائياً,sectarian,0
هالمذهب انحراف خطير عن الدين، اللي بيتبعو بيضيع بين الفرق الضالة,sectarian,0
شعائرهم محرفة ومبتدعة، الدين الصحيح ما بيعترف فيها ولا بيقبلها أبداً,sectarian,0
هالطائفة بتنشر عقيدة فاسدة بين الناس، واجبنا نكشفها ونحذر منها الجميع,sectarian,0
