text,category,is_obfuscated
ثبت إنو الصيام عن الأكل 3 أيام بيشفي السرطان نهائياً بدون دوا,misinfo,0
خبر أكيد إنو رح يمنعوا استخدام الكاش ويفرضوا الدفع الالكتروني بكرا,misinfo,0
احذروا اللحوم المستوردة، كلها فيها هرمونات بتسبب العقم للرجال,misinfo,0
تم تأكيد إنو شركات الأدوية بتزرع الأمراض عمداً لتبيع علاجها,misinfo,0
عاجل: رح يصير تعويم كامل لليرة وبتفقد قيمتها بالكامل بكرا الصبح,misinfo,0
ا.ل.ح.ك.و.م.ة رح تقطع المعاشات نهائياً الشهر الجاي انشروا الخبر,misinfo,1
ثبت إنو شرب الكولا مع المنتول بيسبب انفجار المعدة والموت الفوري,misinfo,0
خبر مؤكد إنو في كوكب رح يصطدم بالأرض الشهر الجاي، استعدوا,misinfo,0
تحذير: الواي فاي بالبيت بيسبب العقم وأمراض القلب، اطفوه بالليل,misinfo,0
ثبت إنو وضع البصل بالجوارب وقت النوم بيسحب كل السموم من جسمك,misinfo,0
عاجل: رح يمنعوا السفر برا نهائياً الشهر الجاي، سافروا قبل فوات الأوان,misinfo,0
اكتشفوا إنو شرب زيت الزيتون ع الريق بيذيب حصى الكلى خلال يومين,misinfo,0
خبر مؤكد إنو الجامعات رح تلغي كل الشهادات القديمة، جددوها فوراً,misinfo,0
تحذير: كل أنواع الشيبس فيها مادة بتسبب الشلل، امنعوها عن ولادكم,misinfo,0
ثبت طبياً إنو النوم 4 ساعات بس بيطيل العمر أكتر من النوم الطويل,misinfo,0
عاجل: البنك المركزي رح يلغي فئة الـ5000 ليرة بكرا، صرفوها هلق,misinfo,0
اكتشف العلماء إنو الضحك 10 دقايق بيحرق سعرات أكتر من ساعة رياضة,misinfo,0
ت.ح.ذ.ي.ر اللحوم المجمدة فيها ديدان بتعيش بالمعدة، لا تاكلوها,misinfo,1
خبر أكيد إنو رح يوزعوا أراضي مجانية للمواطنين، سجلوا أسماءكم بسرعة,misinfo,0
ثبت إنو غسل الشعر كل يوم بيسبب الصلع المبكر خلال 6 أشهر,misinfo,0
عاجل جداً: رح يقطعوا المياه عن المدينة أسبوع كامل، خزنوا من هلق,misinfo,0
اكتشفوا إنو أكل الموز ع الريق بيسبب جلطة دماغية فورية، انتبهوا,misinfo,0
تحذير: شركات الموبايل بتضيف مادة مسرطنة بالشاشات، استخدموها بحذر,misinfo,0
خبر مؤكد إنو رح يفرضوا ضريبة عكل مكالمة هاتفية بكرا، استعدوا,misinfo,0
ثبت إنو وضع شريحة بطاطا عالجبين بيشفي الصداع النصفي نهائياً,misinfo,0
عاجل: في عاصفة غبار سامة قادمة، اقفلوا الشبابيك ولا تطلعوا 3 أيام,misinfo,0
اكتشف الأطباء إنو شرب الخل قبل النوم بينزل الضغط أحسن من الدوا,misinfo,0
ع.ا.ج.ل رح يوقفوا صرف الرواتب بالبنوك ويعطوها كاش بالبيت احذروا,misinfo,1
خبر صادم: كل المعلبات تاريخ صلاحيتها مزور، بتسبب تسمم بطيء,misinfo,0
ثبت إنو استخدام مكيف الهوا بيضعف المناعة ويسبب أمراض مزمنة,misinfo,0
تحذير عاجل: في تطبيق بيسرق صورك ومعلوماتك، احذفوه فوراً من موبايلكم,misinfo,0
اكتشفوا إنو شرب القهوة ع الريق بيدمر بطانة المعدة خلال شهر,misinfo,0
عاجل: رح يغيروا العملة بالكامل بكرا وكل الكاش القديم رح يصير ورق,misinfo,0
خ.ب.ر مؤكد إنو الجيش رح يفرض حظر تجول من بكرا، خزنوا حاجياتكم,misinfo,1
ثبت طبياً إنو مضغ العلكة نص ساعة بيعادل تمرين كامل لعضلات الوجه,misinfo,0
تحذير: الخضار المستوردة مرشوشة بمبيدات بتسبب العقم، اغسلوها بالخل,misinfo,0
اكتشف العلماء إنو وضع الثوم بالأذن بيشفي التهاب الأذن خلال ساعة,misinfo,0
عاجل: رح ترتفع أسعار البنزين 5 أضعاف بكرا الصبح، عبوا سياراتكم,misinfo,0
خبر أكيد إنو رح يفتحوا باب الهجرة لكندا مجاناً، سجلوا أسماءكم,misinfo,0
ثبت إنو الجلوس قرب الراوتر بيسبب العقم للرجال خلال سنة واحدة,misinfo,0
تحذير: في نوع من الأدوية بيتسبب بالإدمان من أول حبة، تجنبوه,misinfo,0
اكتشفوا إنو شرب مية الورد كل صباح بيشيل التجاعيد خلال أسبوع,misinfo,0
ع.ا.ج.ل المصارف رح تصادر الودائع لتسديد ديون الدولة احذروا واسحبوا,misinfo,1
خبر مؤكد إنو رح يلغوا الخدمة الإلزامية نهائياً بقرار مفاجئ بكرا,misinfo,0
ثبت إنو النظر للأخضر 20 دقيقة بيشفي قصر النظر بدون نظارات,misinfo,0
تحذير عاجل: مياه الصنبور صار فيها مادة بتسبب تساقط الأسنان، فلتروها,misinfo,0
اكتشف الأطباء إنو وضع معجون أسنان عالحروق بيشفيها فوراً بدون أثر,misinfo,0
عاجل: رح يصير كسوف بيسبب العمى المؤقت، لا تطلعوا بكرا الظهر,misinfo,0
خبر صادم: شركات المياه بتعبي قنينات بمية مجاري معالجة، نصب كبير,misinfo,0
ثبت إنو حمل الموبايل بجيب البنطلون بيسبب العقم للشباب، انتبهوا,misinfo,0
تحذير: في خبز معمول من طحين فاسد بيسبب تسمم، اشتروا من محلات موثوقة,misinfo,0
اكتشفوا إنو شم رائحة القهوة بيرفع الذكاء ويحسن الذاكرة فوراً,misinfo,0
ع.ا.ج.ل رح يوقفوا الانترنت عكل سوريا 10 أيام للصيانة احذروا,misinfo,1
خبر مؤكد إنو رح يعطوا تعويضات مالية لكل المتضررين، قدموا طلباتكم,misinfo,0
ثبت إنو شرب الحليب بالليل بيسبب الكوابيس والأرق المزمن، تجنبوه,misinfo,0
تحذير عاجل: كل أنواع العصير المعلب فيها سكر صناعي بيسبب السكري فوراً,misinfo,0
اكتشف العلماء إنو المشي حافي عالعشب بيشفي الاكتئاب والقلق نهائياً,misinfo,0
عاجل: رح يفرضوا رسوم عكل حساب بنكي بكرا، اسحبوا أموالكم اليوم,misinfo,0
خبر أكيد إنو دواء البرد العادي بيسبب فشل كلوي، لا تاخدوه أبداً,misinfo,0
