text,category,is_obfuscated
كل ما حاولتي تهربي مني رح اضل ألاحقك لين تستسلمي وترضخي,harass,0
انت أحقر إنسان وعم تتظاهر بالطيبة، رح افضح حقيقتك للكل,harass,0
بعرف مدرسة ولادك ووين بيلعبوا، أحسنلك تردي علي بسرعة,harass,0
رح خرب سمعتك بالعمل وقدام أهلك اذا ما عملتي يلي بدي ياه,harass,0
شفت صورك القديمة وعندي نسخ منها، رح تندمي اذا ما رديتي,harass,0
يا فاشلة محدا بيحبك وانا الوحيد يلي اهتم فيكي، لا تتجاهليني,harass,0
و.ل.ك بطل تحكي عني للناس وإلا رح اجي اعملك مشكلة بالشارع,harass,1
كل ليلة رح ابعتلك رسايل لتعرفي إنو ما في مهرب مني أبداً,harass,0
رح اخبر زوجك بكل شي صار بيناتنا اذا ما حولتلي يلي طلبتو,harass,0
عم تتكبري علي؟ انتظري لشوف غرورك وين رح يوصلك معي,harass,0
بعرف كل تحركاتك ومع مين بتطلعي، رح افضحك قدام الكل قريباً,harass,0
يا حقير رح خليك مشهور بكل المجموعات بأسوأ طريقة ممكنة,harass,0
ا.ن.ت.ي ملك إلي ومحدا غيري رح ياخدك، نسي حالك من باقي الناس,harass,1
رح اتصل فيكي كل ساعة لحتى تجنّي وترضخي لكل يلي بدي ياه,harass,0
شفتك مع واحد تاني وهلق رح اخليكي تدفعي تمن هالخيانة غالي,harass,0
انت إنسان منبوذ وكل يلي حواليك بيتمنوا يتخلصوا منك، صدقني,harass,0
رح انشر رقمك بكل المواقع المشبوهة لتنحرق حياتك متل ما حرقتي حياتي,harass,0
بعرف عنوانك بالتفصيل وعم اراقب بيتك من سيارتي كل يوم، انتبهي,harass,0
اذا ما رديتي خلال ساعة رح اجي اعملك فضيحة قدام جيرانك كلهم,harass,0
يا تافهة بطلي تتمنعي، انتي مالك قيمة وانا عم اتنازل لإلك,harass,0
و.ل.ك ر.ح ا.ل.ا.ح.ق.ك لين تعترف بيلي عملتو وتدفع تمنو,harass,1
رح خرب علاقتك بكل حدا تعرفيه لين تضلي وحيدة وترجعيلي راكعة,harass,0
عندي كل محادثاتنا القديمة ورح اطلعها للناس اذا ما سمعت كلامي,harass,0
كل ما تتجاهليني رح اعمل شي أسوأ، ما رح ترتاحي مني نهائياً,harass,0
يا فاشل العالم كلو بيضحك عليك من ورا ظهرك وانت ما عم تحس,harass,0
رح اخليكي تكرهي حياتك وكل يوم بتعيشيه اذا ما عدتي إلي هلق,harass,0
بعرف وين بتسهري ومع مين، رح اجي لعندك بكرا واعملك مشكلة كبيرة,harass,0
عرفت رقمك الجديد رغم إنك غيرتو، ما رح تقدري تهربي مني بهالسهولة,harass,0
كل ما تحطي صورة جديدة رح علّق عليها واخليكي تندمي إنك نشرتيها,harass,0
شفتك مع رفيقاتك بالكافيه، عم راقبك من بعيد وانتي ما عم تحسي,harass,0
بطلي تبلوكيني، كل ما تعملي حساب جديد رح لاقيكي وارجع ضايقك,harass,0
رح ابعت رسايل لكل زملائك بالشغل واخبرهم أشياء رح تخليكي تستحي,harass,0
انتي بتتجاهليني بس انا رح ضل موجود بحياتك سواء بدك أو ما بدك,harass,0
عندي صورك القديمة محفوظة وكل ما تتجاهليني رح فكرك إنها معي,harass,0
و.ل.ك بطل تتظاهر إنك ما بتعرفني، رح اخليك تتذكرني بطريقة وحشة,harass,1
رح اتصل فيكي من أرقام مختلفة لين تردي، ما رح اوقف نهائياً,harass,0
بعرف وين بتروحي كل يوم وبأي وقت، حركاتك كلها مكشوفة قدامي,harass,0
كل يوم رح ابعتلك رسالة تذكرك فيي، ما رح تنسيني مهما حاولتي,harass,0
شفت منشورك وعرفت وين كنتي، بطلي تكذبي علي، انا بعرف كل شي عنك,harass,0
رح خليكي مشهورة بكل مجموعات الحي بصورك يلي عندي اذا ما رديتي,harass,0
بتفكري حالك ذكية لما تبلوكيني؟ عندي ألف طريقة لوصلك، انتظري,harass,0
ا.ن.ا ب.ع.ر.ف.ك أكتر مما تتخيلي، حياتك كتاب مفتوح قدامي كلها,harass,1
رح ابعتلك رسايل كل ساعة بالليل لتعرفي إنو ما في مهرب مني,harass,0
عرفت محل سكنك الجديد، صرت جارك تقريباً، رح نشوف بعض كتير قريباً,harass,0
كل ما تطلعي مع حدا رح اعرف، عندي عيون بكل مكان بتروحيلو، انتبهي,harass,0
بطلي تتمنعي، انتي ملكي ومحدا غيري رح يقربلك، افهمي هالحكي منيح,harass,0
رح اخبر خطيبك بأشياء عنك رح تخليه يتركك فوراً، فكري قبل ما ترفضيني,harass,0
شفتك لابسة هيك اليوم، مو لايق فيكي تطلعي بهالشكل، خليكي بالبيت أحسن,harass,0
عندي محادثاتنا كلها مصورة ورح اطلعها للعالم اذا ما عدتي إلي,harass,0
كل ما تحاولي تتجاهليني رح اعمل شي يخليكي تتذكري إني موجود,harass,0
و.ل.ك رح اضل ابعتلك صورك القديمة لتعرفي إني ماسك عليكي كل شي,harass,1
بعرف رقم أهلك وممكن اتصل فيهم بأي لحظة واخبرهم أشياء عنك,harass,0
رح علّق ع كل صورة بتنشريها بكلام يخليكي تستحي تطلعي عالناس,harass,0
شفتك بتضحكي مع غيري، رح اخليكي تبكي اذا ما رجعتيلي بسرعة,harass,0
انتي ما بتقدري تختفي مني، بعرف أصحابك وأماكنك كلها بالتفصيل,harass,0
رح اتصل بمدير شغلك واخبرو أشياء عنك تخليه يطردك فوراً، انتبهي,harass,0
ك.ل ي.و.م رح ذكرك إنك مديونة إلي ورح تدفعي بطريقة أو بأخرى,harass,1
بطلي تردي بجفاف، انا بهتم فيكي أكتر من أي حدا، ليش بتعامليني هيك؟,harass,0
رح انشر رقمك بمواقع مشبوهة لين يجنك الاتصالات وترجعي تتوسليلي,harass,0
عرفت إنك سافرتي، بس لا تفكري إنك بعيدة عني، رح ضل ألاحقك,harass,0
كل ما تبلوكي رقم رح اطلع من رقم تاني، ما عندي وقت غير لمضايقتك,harass,0
شفت صورك مع عيلتك، حلوين، رح يكون عيب لو صارلهم شي بسببك انتي,harass,0
و.ل.ك يا متكبرة رح اخليكي تركعي وتتوسلي لي بعد ما كنتي تتجاهليني,harass,1
رح اخبر كل خطّابك إنك مرتبطة فيي عشان ما حدا يقربلك غيري,harass,0
بعرف نمرة بيتك وبزور أهلك بأي وقت اذا ما رديت ع رسايلي,harass,0
كل ما تطلعي صورة جديدة رح احفظها، عم بكوّن أرشيف كامل عنك,harass,0
انتي بتستاهلي يلي عم بعملو فيكي لإنك رفضتيني وجرحتي كبريائي,harass,0
رح ضل ابعتلك من حسابات وهمية لين تيأسي وتقبلي تحكي معي أخيراً,harass,0
شفتك دخلتي عالبناية الفلانية، صرت بعرف وين بتسكني بالضبط، انتظري,harass,0
بطلي تشتكي عليي، كل ما تشتكي رح ارجع بحساب جديد واضايقك أكتر,harass,0
ر.ح ا.ف.ض.ح.ك قدام كل اللي بتعرفيهم اذا ما سمعتي كلامي بسرعة,harass,1
عندي كل أسرارك وكل يلي حكيتيلي ياه، رح اطلعو اذا ما عدتي إلي,harass,0
كل صباح رح تستيقظي ع رسالة مني لتعرفي إني أول واحد بفكر فيكي,harass,0
شفتك مع شب تاني، رح اعرف مين هو وأخليه يبتعد عنك بطريقتي الخاصة,harass,0
انتي ما بتقدري تكملي حياتك بدوني، رح اعترض كل علاقة بتدخليها,harass,0
رح اتصل فيكي ألف مرة باليوم لحتى تجنّي وتقبلي تردي علي أخيراً,harass,0
بعرف عنوان عملك ووقت خروجك، رح اكون منتظرك بكرا، استعدي لتشوفيني,harass,0
