text,category,is_obfuscated
فرصة استثمارية ذهبية بالعقارات، عائد 200% بسنة، تواصل هلق,scam,0
ربحت اشتراك نتفليكس مجاني لسنة، ادخل بياناتك البنكية هون,scam,0
الجيش: تم استدعاؤك لخدمة العلم، راجع الرابط لمعرفة التفاصيل,scam,0
مرحبا معك مدير البنك، عندك عملية تحويل مشبوهة، اوقفها هلق,scam,0
وصلتك حوالة من أوروبا لكن محتاج تدفع عمولة استلام 50 ألف,scam,0
شركة سامسونغ: فزت بهاتف جديد، أكد اسمك وعنوانك لنرسله,scam,0
تحديث أمني لحسابك المصرفي مطلوب فوراً، اضغط الرابط هون,scam,0
مصلحة الضرائب: عليك مبالغ متأخرة، تجنب الحجز بالدفع هلق,scam,0
تم اختراق حسابك، غير كلمة السر فوراً من خلال هذا الرابط,scam,0
انت رابح رحلة عائلية لتركيا، بس ادفع رسوم التأمين أول,scam,0
بنك بيبلوس: حسابك يحتاج توثيق، ابعت صورة هويتك هلق,scam,0
اشترك بشبكة التسويق بـ50 ألف وربح ضعفها شهرياً بسهولة,scam,0
الكهرباء رح تنقطع لمن ما دفع فاتورة متأخرة، سدد عهالرابط,scam,0
ربحت عربة تسوق بـ500 ألف من متجرنا، اكد عنوانك للتوصيل,scam,0
شركة الاتصالات: خطك بحاجة ترقية، ابعت الكود للترقية المجانية,scam,0
وكالة سفر: رحلتك محجوزة لكن في مشكلة بالدفع، تواصل فوراً,scam,0
مبروك فزت بشقة بالإسكان الشبابي، ادفع مصاريف التسجيل هلق,scam,0
تطبيق واتساب رح يصبح مدفوع الشهر الجاي، فعّل مجاناً هلق,scam,0
صديقك عرضك على وظيفة ممتازة، ادفع رسوم الملف الأول فقط,scam,0
الدفاع المدني: تم تسجيل بلاغ باسمك، راجع الرابط لمعرفة التفاصيل,scam,0
اشتريت سلعة بالنت؟ المبلغ محجوز، ابعت الكود لتأكيد الاستلام,scam,0
منح دراسية مجانية لكل السوريين، سجل هلق قبل انتهاء المدة,scam,0
ربحت مبلغ كبير من قرعة الجوال، تصل الجايزة بعد دفع الرسوم,scam,0
تحذير: رقمك الموبايل مسجل بجريمة، تواصل مع مديرية الشرطة,scam,0
مرحبا أخوك بالخارج وبحاجة مساعدة مالية عاجلة، حوّل هلق,scam,0
شركة PayPal: حسابك معلق، أكد هويتك عهالرابط خلال ساعة,scam,0
النقابة: عليك غرامة لعدم تجديد اشتراكك، ادفع عهالرابط هلق,scam,0
مبروك رقمك فاز بسيارة من سيريتل، تواصل لترتيب الاستلام,scam,0
صندوق التوفير: رصيدك القديم ما استلمتو، اطلبو قبل انتهاء المدة,scam,0
شركة ابل: آيفونك تعرض لاختراق، غير كلمة السر عهالرابط فوراً,scam,0
إدارة المرور: عندك مخالفة غير مدفوعة، سددها هلق لتجنب التضاعف,scam,0
الامن السيبراني: حسابك مخترق، اتصل لمساعدتك في تأمينه,scam,0
بنك عودة: استخدام غير مصرح لبطاقتك، أوقف العملية عهالرابط,scam,0
مرحبا معك خبير استثمار، فرصة عمر لا تعوض بالذهب والفوركس,scam,0
المديرية: يجب مراجعة سجلك المدني قبل نهاية الشهر، رابط هون,scam,0
ربحت جهاز لابتوب بسحب المدرسة، ابعت بياناتك لاستلام الجايزة,scam,0
حوالتك الخارجية وصلت لكن بحاجة رسوم تحويل، ادفع عهالرابط,scam,0
شركة الغاز: فاتورتك غير مدفوعة، سدد قبل القطع عهالرابط,scam,0
تم اختيارك للمشاركة بمشروع وطني كبير، أرسل معلوماتك هلق,scam,0
مستحقاتك التقاعدية جاهزة، سجل بياناتك البنكية لتحويلها,scam,0
جوالك مسروق بياناته، غير رمز الإيمي فوراً عهالرابط الرسمي,scam,0
مرحبا بائع شنط بالنت، حول العربون وبرسل لك مع السائق,scam,0
ميزة جديدة من واتساب، فعّلها عبر ابعات الكود الخاص بك هلق,scam,0
اتحاد العمال: مكافأتك السنوية جاهزة، سجل حسابك البنكي هلق,scam,0
ربحت في مسابقة الأذكياء بالإذاعة، اتصل هلق لتأكيد فوزك,scam,0
موقع التسوق: حسابك مخترق، أعد تفعيله ببياناتك البنكية هلق,scam,0
المؤسسة العسكرية: عندك رتبة مالية معلقة، تواصل عهالرقم فوراً,scam,0
شركة الجوال تعطيك بيانات مجانية، ابعت الكود المرسل لك هلق,scam,0
ربحت بيتاً بالقرعة العقارية، ادفع رسوم التسجيل لتأكيد فوزك,scam,0
حسابك ببنك التسليف مجمد لعدم النشاط، تواصل لإعادة تفعيله,scam,0
منظمة دولية توفر منح للشباب السوري، سارع للتسجيل عهالرابط,scam,0
ابنتك بالمدرسة تعرضت لمشكلة، تواصل مع مديرة المدرسة هلق,scam,0
الخطوط السورية: تم إلغاء رحلتك، استرد تذكرتك عهالرابط,scam,0
مرحبا اشتريت سلعة منك بالنت وبدي ارسلك الدفع الإلكتروني,scam,0
جمعية خيرية: تبرعات رمضان ابدأ من الآن، حوّل مساهمتك هلق,scam,0
تم اكتشاف تسريب لبياناتك الشخصية، غيرها فوراً عهالرابط,scam,0
مكافأة ولاء: اشتريت بـ100 ألف وربحت 500 ألف إضافية، استلمها,scam,0
معك محامي، موكلك الراحل خلّف لك ميراث، ابعت وثائقك هلق,scam,0
شركة الطيران الإماراتية: فزت بتذكرة دولية، اكد هويتك فوراً,scam,0
البنك المركزي: عملتك الأجنبية بحاجة إعادة تسجيل، تواصل هلق,scam,0
ربحت جائزة الكفاءة من الدولة، استلمها بعد دفع رسوم رمزية,scam,0
مرحبا عم اشتغل بالخارج وبدي اشتري بيتاً بسوريا، ممكن تساعدني,scam,0
تطبيق توصيل الأكل يعطيك كوبون 200 ألف، فعّله عهالرابط هلق,scam,0
معك جمارك المطار، في شحنة باسمك، ادفع رسوم التخليص هلق,scam,0
شركة نبيل: اشتريت منتجاتنا 10 مرات وربحت جايزة كبيرة,scam,0
بيتك مسجل بمخالفة بناء، ادفع الغرامة هلق لتجنب الهدم,scam,0
منح الأمم المتحدة: تم اختيارك، أرسل وثائقك لاستكمال الملف,scam,0
حسابك الجديد بالمصرف جاهز، فعّله ببياناتك الشخصية هالرابط,scam,0
